,At,Sentimen,Review,Bintang,Aspek,data_cleaned
1813,2019-04-26 19:19:16,0,kenapa gabisa Checkout.....,3,Tampilan,mengapa tidak bisa checkout
1814,2019-04-26 18:40:26,1,great,5,Lainnya,great
1815,2019-04-26 16:45:20,-1,tolong perbaiki lagi app nya berat bgt loading trs,2,Lainnya,tolong perbaiki sedang aplikasi nya berat sekali loading terus
1816,2019-04-26 16:45:02,-1,kenapa aplikasi terhenti terus sih? tolong diperbaiki karna saya juga berminat untuk order.,1,Tampilan,mengapa aplikasi terhenti terus sih tolong diperbaiki karena saya juga berminat untuk order
1817,2019-04-26 16:44:56,0,kemarin saya baru aja masukkin rollover reaction cushionnya ke shopping list saya. trua tiba2 hari ini hilang. saya liat di brand nya rollover juga ngga ada knp ya bisa begini? padahal niatnya saya mau checkout skrg.,3,Tampilan,kemarin saya baru saja masukkan rollover reaction cushionnya ke shopping list saya terus tiba tiba hari ini hilang saya melihat di brand nya rollover juga tidak ada mengapa ya bisa seperti padahal niatnya saya ingin checkout sekarang
1818,2019-04-26 16:36:54,-1,"aplikasi nya parah gabisa digunain karena pas mau masukin belanjaan ke keranjang aplikasinya malah terhenti terus bener bener gabisa digunain, tolong ya pleasee diperbaiki lagi karena aku seneng belanja disoco via web tapi aplikasi nya gak banget.",2,Tampilan,aplikasi nya parah tidak bisa digunain karena saat ingin masukkan belanjaan ke keranjang aplikasinya menjadi terhenti terus benar benar tidak bisa digunain tolong ya please diperbaiki sedang karena saya senang belanja di soco via web tetapi aplikasi nya tidak sekali
1819,2019-04-26 16:18:39,-1,eror terus mau checkout,2,Tampilan,error terus ingin checkout
1820,2019-04-26 16:10:33,0,diskon voucher bagus. tp sayang aplikasinya lemot dan sering banget eror. tolong lebih ditingkatkan pelayanannya,3,Layanan,diskon voucher bagus tetapi sayang aplikasinya lama dan selalu sekali error tolong lebih ditingkatkan pelayanannya
1821,2019-04-26 15:06:09,1,"so good, sangat suka sekali 😍",5,Lainnya,so good sangat suka sekali
1822,2019-04-26 14:57:36,0,"setiap mau beli sesuatu pasti tiba2 keluar sendiri, kenapa ya ? sebel bgt",3,Tampilan,setiap ingin membeli sesuatu pasti tiba tiba keluar sendiri mengapa ya kesal sekali
1823,2019-04-26 14:14:30,-1,"app nya jelek kyk monyet, mana lemot kyk siput :(",1,Lainnya,aplikasi nya buruk kyk monyet dimana lama kyk siput
1824,2019-04-26 13:43:36,-1,aplikasi nya sering force close,1,Tampilan,aplikasi nya selalu force close
1825,2019-04-26 12:44:05,-1,"lemott ya tuhannn, mau beli lewat app ini suka keluar2, tolong diperbaiki",1,Tampilan,lambat ya tuhann ingin membeli lewat aplikasi ini suka keluar keluar tolong diperbaiki
1826,2019-04-26 12:29:47,-1,"parah sih app nya masih banyak error, gimana mau belanja ini mah. di web baik baik aja, di app error semua asli kesel bgt sih",1,Lainnya,parah sih aplikasi nya masih banyak error bagaimana ingin belanja ini mah di web baik baik saja di aplikasi error semua asli kesal sekali sih
1827,2019-04-26 11:54:01,-1,aplikasinya slalu force close tiap mau add to cart. tolong perbaiki,1,Tampilan,aplikasinya selalu force close setiap ingin add kok cart tolong perbaiki
1828,2019-04-26 11:43:01,1,nice,5,Lainnya,nice
1829,2019-04-26 11:41:07,-1,dari semangat belanja sampe akhirnya males dan kesel. buang2 waktu cuma buat buka aplikasi abis itu ketutup lagi buka lagi ketutup lagi,1,Tampilan,dari semangat belanja sampe akhirnya males dan kesal buang2 waktu hanya untuk buka aplikasi habis itu ketutup sedang buka sedang ketutup sedang
1830,2019-04-26 11:18:33,-1,Sering keluar sendiri ketika akan chekout produk. Harus ulang berkali2 jadi males mau beli lewat app nya. Hmm,2,Tampilan,selalu keluar sendiri ketika akan checkout produk harus ulang berkali kali jadi males ingin membeli lewat aplikasi nya hmm
1831,2019-04-26 11:10:52,-1,lemot:(,2,Lainnya,lama
1832,2019-04-26 11:09:21,1,bGus sekali,5,Lainnya,bagus sekali
1833,2019-04-26 10:53:02,-1,"tiap masuk, applikasi slalu terhenti dan keluar. tolong dong diperbaiki.",1,Tampilan,setiap masuk aplikasi selalu terhenti dan keluar tolong dong diperbaiki
1834,2019-04-26 10:39:28,-1,"masih banyak bug, aplikasi sering force close, user experience masih kurang baik",2,Tampilan,masih banyak bug aplikasi selalu force close user experience masih kurang baik
1835,2019-04-26 10:34:12,1,mantab,5,Lainnya,mantap
1836,2019-04-26 10:28:11,-1,"Sudah instal tapi susah sekali mau buka produk, muter2 terus ujung-ujungnya keluar bug (batal atau laporkan). Di klik salah satunya langsung keluar aplikasi. Padahal saya mau belanja karena tertarik akan voucher SOCOAPP50. Mau liat review pemakai produk juga ga bisa nih.",2,Tampilan,sudah install tetapi sulit sekali ingin buka produk mutar mutar terus ujung ujungnya keluar bug batal atau laporkan di klik salah satunya langsung keluar aplikasi padahal saya ingin belanja karena tertarik akan voucher socoapp50 ingin melihat review pemakai produk juga tidak bisa nih
1837,2019-04-26 09:56:10,0,"kenapaa yaaa app nya suka berhenti sendiri jd kembali ke menu awal, app nya lemot dan berat bangettt jd sulit. mohon perbaikannya segera.",3,Tampilan,mengapa ya aplikasi nya suka berhenti sendiri menjadi kembali ke menu awal aplikasi nya lama dan berat sekali menjadi sulit mohon perbaikannya segera
1838,2019-04-26 09:54:58,1,bagussssss banget girlssss,5,Lainnya,bagus sekali girls
1839,2019-04-26 09:38:52,-1,slalu keluar aplikasinya pas mau masukin barang ke keranjang aplikasinya msh payang mending beli di web. percuma klo ada promo tp aplikasinya gabisa digunain sama sekali,1,Tampilan,selalu keluar aplikasinya saat ingin masukkan barang ke keranjang aplikasinya msh payah seharusnya membeli di web percuma kalau ada promo tetapi aplikasinya tidak bisa digunain sama sekali
1840,2019-04-26 09:23:19,1,okay banget,5,Lainnya,okay sekali
1841,2019-04-26 09:19:28,-1,Lemot banget padahal pake wifi. Mau review mau order mau masukin keranjang eror. Aduh jadi emosi. Mending pake browser aja kayak dulu daripada app tapi kayak gini. Maaf kalo menyinggung.,1,Tampilan,lama sekali padahal pakai wifi ingin review ingin order ingin masukkan keranjang error kecewa jadi emosi seharusnya pakai browser saja kayak dulu daripada aplikasi tetapi kayak gini maaf kalau menyinggung
1842,2019-04-26 09:08:17,-1,"aplikasinya bikin kesel lagi klik barang tiba2 kluar lagi ke menu lagi kemenu lagi, kl abis yg lainnya ad tulisan outof stock tp ini ad barang di liat aja gk bisa, gk bisa dimasukan kekeranjang huffft terpaksa dh download ak hapus aja",2,Tampilan,aplikasinya membuat kesal sedang klik barang tiba tiba keluar sedang ke menu sedang kemenu sedang kalau habis yang lainnya ada tulisan outof stock tetapi ini ada barang di melihat saja tidak bisa tidak bisa dimasukan di keranjang kecewa terpaksa sudah download saya hapus saja
1843,2019-04-26 08:44:58,-1,Crash terus,2,Tampilan,crash terus
1844,2019-04-26 08:04:11,1,"masih agak lemot sih terus beberapa fitur seperti review produk belum bisa digunakan. nanti kalau sudah perfect aku saya tambahin jadi lima. overall good, so many discount and the products 100% original",4,Tampilan,masih sedikit lama sih terus beberapa fitur seperti review produk belum bisa digunakan nanti kalau sudah perfect saya saya tambahin jadi lima overall good so many discount and the products 100 original
1845,2019-04-26 08:03:23,-1,aplikasi lemot total... mohon diperbaiki lagi...,1,Lainnya,aplikasi lama total mohon diperbaiki sedang
1846,2019-04-26 07:58:20,0,"applikasi terus berhenti, tiap buka applikasi pasti keluar sendiri nggak nyaman mau cari cari barang",3,Tampilan,aplikasi terus berhenti setiap buka aplikasi pasti keluar sendiri tidak nyaman ingin cari cari barang
1847,2019-04-26 07:43:05,0,"app nya terhenti terus, baru buka sebentar udah langsung keluar otomatis lagi. Tolong diperbaiki lagi",3,Tampilan,aplikasi nya terhenti terus baru buka sebentar udah langsung keluar otomatis sedang tolong diperbaiki sedang
1848,2019-04-26 07:22:46,-1,NGEBUG PARAH!!! Tiap klik barang br muncul tampilannya sbtr lgsg 'berhenti' ckckckckckckck sy biasanya sabar tp kali ini sampai udh muak liatnya.,2,Tampilan,ngebug parah setiap klik barang br tampak tampilannya sbtr langsung berhenti kecewa saya biasanya sabar tetapi kali ini sampai sudah malas liatnya
1849,2019-04-26 06:34:43,0,"aplikasinya bagus cumn knp pas saya ingin tap produk malah gabisa,tolong penjelasannya.",3,Tampilan,aplikasinya bagus hanya mengapa saat saya ingin tekan produk menjadi tidak bisa tolong penjelasannya
1850,2019-04-26 05:57:24,-1,"baru install langsung uninstall lagi karna sangat sangat lemot, error terus!",2,Lainnya,baru install langsung uninstall sedang karena sangat sangat lama error terus
1851,2019-04-26 01:22:37,-1,"sangat menyayangkan aplikasinya suka keluar sendiri. sampai kira cuman saya mengalami seperti ini, ternyata banyak sekali. dan belum ada perbaikan. terima kasih",1,Tampilan,sangat menyayangkan aplikasinya suka keluar sendiri sampai pikir hanya saya mengalami seperti ini ternyata banyak sekali dan belum ada perbaikan terima memberi
1852,2019-04-26 00:57:33,-1,"aplikasi lemot parah, suka keluar sendiri lagi tingkatkan lagi kualitasnya",1,Tampilan,aplikasi lama parah suka keluar sendiri sedang tingkatkan sedang kualitasnya
1853,2019-04-26 00:30:09,0,ko susah banget login nya ya eror teruss,3,Tampilan,kok sulit sekali login nya ya error teruss
1854,2019-04-25 23:56:50,0,kok aplikasinya lemot bgt ya min..tolong diperbaiki donk min biar semangat belanjanya,3,Lainnya,kok aplikasinya lama sekali ya min .. tolong diperbaiki dong admin supaya semangat belanjanya
1855,2019-04-25 23:45:36,1,good,5,Lainnya,good
1856,2019-04-25 23:30:58,1,bagus,5,Lainnya,bagus
1857,2019-04-25 23:08:09,-1,sering nutup sendiri kali buat belanja. payaah,1,Tampilan,selalu tutup sendiri kali untuk belanja payah
1858,2019-04-25 23:05:36,-1,"tolong diperbaiki kemarin"" ga ada masalah ko sekarang tiap mw masukin keranjang tidak menanggapi terus, padahal mau belanja banyakk loo inii.. mohon diperbaiki yaa tolong dong 😭😭😭😭😭",2,Tampilan,tolong diperbaiki kemarin tidak ada masalah kok sekarang setiap ingin masukkan keranjang tidak menanggapi terus padahal ingin belanja banyak lho ini mohon diperbaiki ya tolong dong
1859,2019-04-25 22:21:58,0,"setiap saya mau check out barang selalu saja aplikasi terhenti sendiri,tolong segera diperbaiki",3,Tampilan,setiap saya ingin check out barang selalu saja aplikasi terhenti sendiri tolong segera diperbaiki
1860,2019-04-25 22:10:56,-1,lamban,2,Lainnya,lambat
1861,2019-04-25 21:41:18,0,"appnya ngelag mulu , baru checkout aja udh harus selalu email emailan sama cs nya , karna app nya eror",3,Layanan,aplikasi ngelag terus baru checkout saja sudah harus selalu email emailan sama customer service nya karena aplikasi nya error
1862,2019-04-25 21:07:48,0,"saya download apl ini udah bbrp hari. pas kemaren ada pemberitahuan buat di perbaharuin, tapi ditolak dl. pas di tap ke keranjang malah eror. Nah saya perbaharuin, tapi pas buka apl nya lg malah eror mulu. Gimana ini? apa sarannya?",3,Tampilan,saya download aplikasi ini udah beberapa hari saat kemarin ada pemberitahuan untuk di perbaharuin tetapi ditolak dahulu saat di tekan ke keranjang menjadi error nah saya perbaharuin tetapi saat buka aplikasi nya lagi menjadi error terus bagaimana ini apa sarannya
1863,2019-04-25 20:45:29,-1,error mulu kesel jadi gabisa beli beli,1,Lainnya,error terus kesal jadi tidak bisa membeli membeli
1864,2019-04-25 20:20:17,-1,aplikasinya engga bagus😥tiap mau view close sendiri. tolong utk diperbaiki lagi,1,Tampilan,aplikasinya tidak bagustiap ingin view close sendiri tolong untuk diperbaiki sedang
1865,2019-04-25 20:10:59,0,SUPER LEMOTTTTTTTTTTTTTTTT,3,Lainnya,super lambat
1866,2019-04-25 19:58:11,0,Mau order susah bngtt eror terus udh seharian sprti itu gmna saya mau beli,3,Tampilan,ingin order sulit sekali error terus sudah seharian seperti itu bagaimana saya ingin membeli
1867,2019-04-25 19:41:42,-1,kenapa ya aplikasinya suka keluar sendiri padahal baru dibuka sebentar tolong ditingkatkan lagi ya kualitasnya,1,Tampilan,mengapa ya aplikasinya suka keluar sendiri padahal baru dibuka sebentar tolong ditingkatkan sedang ya kualitasnya
1868,2019-04-25 19:29:59,-1,lemot banget,2,Lainnya,lama sekali
1869,2019-04-25 19:05:43,-1,"abis update malah jd ngaco, aplikasi berhenti mendadak dangdut, tiap x klik buy now, selalu keluar aplikasi...malesin.",1,Tampilan,habis update menjadi menjadi error aplikasi berhenti mendadak dangdut setiap kali klik buy now selalu keluar aplikasi membuat malas
1870,2019-04-25 18:47:07,-1,"Lambat sekali, tidak layak pakai",1,Lainnya,lambat sekali tidak layak pakai
1871,2019-04-25 18:15:03,0,Loading terus,3,Lainnya,loading terus
1872,2019-04-25 17:50:34,-1,"aplikasi sering error sering ngeluarin sendiri,,bikin sebel, bikin bete, pas klik product langsung keluar terus, mau check out juga langsung keluar terus",1,Tampilan,aplikasi selalu error selalu ngeluarin sendiri membuat kesal membuat kesal saat klik product langsung keluar terus ingin check out juga langsung keluar terus
1873,2019-04-25 17:34:44,-1,"udah dua kali update, kirain udah gak eror, ternyata masih :( gimana mau belanja, baru buka produk aja eh tekeluar lagi ke menu brand nya :(",2,Tampilan,udah dua kali update pikir udah tidak error ternyata masih bagaimana ingin belanja baru buka produk saja lalu tekeluar sedang ke menu brand nya
1874,2019-04-25 17:29:28,-1,"Aplikasinya sering banget ngelag dan error. Padahal udah mau lihat keranjang untuk checkout, tapi error mulu. Kalau gini, gimana mau belanja. :(( Ini aplikasi memang untuk belanja gak sih...Tolong dong diperbaikin.",1,Tampilan,aplikasinya selalu sekali ngelag dan error padahal udah ingin melihat keranjang untuk checkout tetapi error terus kalau gini bagaimana ingin belanja ini aplikasi memang untuk belanja tidak sih tolong dong diperbaiki
1875,2019-04-25 17:26:45,-1,kurang bagus..loadingnya kebangetan..perbaiki sistem biar gak kalah sama aplikasi2 belanja lainnya,1,Tampilan,kurang bagus .. loadingnya kebangetan .. perbaiki sistem supaya tidak kalah sama aplikasi2 belanja lainnya
1876,2019-04-25 17:11:22,0,lemot min..tolong perbaikin kadang error juga,3,Lainnya,lama min .. tolong perbaikin terkadang error juga
1877,2019-04-25 16:19:50,1,bags,5,Lainnya,bagus
1878,2019-04-25 14:54:06,-1,eror bngt aplikasinya. susah mau buka2 juga.,1,Lainnya,error sekali aplikasinya sulit ingin buka2 juga
1879,2019-04-25 14:52:29,-1,lemot parah,2,Lainnya,lama parah
1880,2019-04-25 13:56:53,1,good,5,Lainnya,good
1881,2019-04-25 12:58:16,1,ini kenapa aplikasinya ketutup terus tiap mau lihat produkk 😭,4,Tampilan,ini mengapa aplikasinya ketutup terus setiap ingin melihat produk
1882,2019-04-25 11:04:39,1,good,5,Lainnya,good
1883,2019-04-25 11:03:34,1,"Membantu banget buat yg suka update di soco, banyak promo, apalagi bulan ini ada promo 50% off kalau belanja lewat soco app!",5,Layanan,membantu sekali untuk yang suka update di soco banyak promo apalagi bulan ini ada promo 50 off kalau belanja lewat soco aplikasi
1884,2019-04-25 09:23:34,-1,setiap mau order barang aplikasi selalu keluar sendiri terus :',2,Tampilan,setiap ingin order barang aplikasi selalu keluar sendiri terus
1885,2019-04-25 08:56:57,-1,"gak bisa beli produk, jangan kan beli, tiap mau buka produk aja ke close terus. cape juga kali kayak gitu, tolong di perbaiki lah",1,Tampilan,tidak bisa membeli produk jangan kan membeli setiap ingin buka produk saja ke close terus lelah juga kali kayak begitu tolong di perbaiki lah
1886,2019-04-25 08:19:04,-1,setiap saya mau ngeview product pasti ke close kenapa ya?,2,Tampilan,setiap saya ingin ngeview product pasti ke close mengapa ya
1887,2019-04-25 08:18:41,0,"lemooott , padahal good application",3,Lainnya,lambat padahal good application
1888,2019-04-25 08:10:36,1,"kenapa setiap mau view barang selalu keluar sendiri, kirain hpnya yang rusak ternyata emang aplikasinya 🤦",4,Tampilan,mengapa setiap ingin view barang selalu keluar sendiri pikir hpnya yang rusak ternyata memang aplikasinya
1889,2019-04-25 07:13:27,-1,"gimana mau belanja,setiap buka produk aja udah forced closed.boro2 mau checkout 😅.tolong secepatnya di perbaiki",1,Tampilan,bagaimana ingin belanja setiap buka produk saja udah forced closed.boro2 ingin checkout .tolong secepatnya di perbaiki
1890,2019-04-25 06:57:02,1,Menurutku aplikasinya dah bagus. Good job social bella.,5,Lainnya,menurutku aplikasinya deh bagus good job social bella
1891,2019-04-25 06:35:47,-1,baru ngeklik sekali sudah error pdhl aplikasi baru di update. akhirnya pesen lewat website juga.,1,Tampilan,baru ngeklik sekali sudah error padahal aplikasi baru di update akhirnya pesan lewat website juga
1892,2019-04-24 23:23:27,-1,"setiap mau pilih order item, app lgsg force keluar gitu siihh😢",2,Tampilan,setiap ingin memilih order item aplikasi langsung force keluar begitu siihh
1893,2019-04-24 23:22:31,-1,setiap mau masukkan keranjang selalu gabisa dan balik lagi ke halaman sebelumnya,1,Tampilan,setiap ingin masukkan keranjang selalu tidak bisa dan kembali sedang ke halaman sebelumnya
1894,2019-04-24 23:02:41,-1,aplikasi selalu tertutup ketika ingin membuka produk,2,Tampilan,aplikasi selalu tertutup ketika ingin membuka produk
1895,2019-04-24 22:54:27,-1,kenapa sih saat saya mau belanja tbtb keluar sendiri...,2,Tampilan,mengapa sih saat saya ingin belanja tiba tiba keluar sendiri
1896,2019-04-24 22:52:52,-1,ga bsa2 mau belanja,1,Lainnya,tidak bsa2 ingin belanja
1897,2019-04-24 22:28:50,-1,sumpah jelek bgt app nya. tiap mau order lgsg keluar sendiri . jadi nya ordernya via web. buka app nya buat checkout lgsg. mesti gitu dlu biar bs dpt disc nya krn order via app. mayan disc 100k,1,Tampilan,sumpah buruk sekali aplikasi nya setiap ingin order langsung keluar sendiri jadi nya ordernya via web buka aplikasi nya untuk checkout langsung harus begitu dahulu supaya bisa dapat discount nya karena order via aplikasi lumayan discount 100k
1898,2019-04-24 21:55:46,-1,"lemot,bug mulu. gak bisa belanja parah. mending gak usah pake aplikasi kalo gk bisa di pake buat belanja.",1,Lainnya,lama bug terus tidak bisa belanja parah seharusnya tidak perlu pakai aplikasi kalau tidak bisa di pakai untuk belanja
1899,2019-04-24 20:47:19,1,lebih mudah pakai app!,5,Lainnya,lebih mudah pakai aplikasi
1900,2019-04-24 20:44:18,-1,"pas awal baik"" aja, eh hari ini di update malah error bug terus. Gimana mau belanja di appnya ini? fix it please",2,Tampilan,saat awal baik saja lalu hari ini di update menjadi error bug terus bagaimana ingin belanja di aplikasi ini fix it please
1901,2019-04-24 20:43:22,-1,"Setelah aku perbarui kok malah makin jelek ya. Setiap mau view pasti gabisa, langsung keluar. Sebelumnya juga suka tiba tiba ke log out sendiri, dan pas login gabisa, langsung keluar juga. Terus loadingnya tuh juga lama banget. Mohon diperbaiki lagi ya",1,Tampilan,setelah saya perbarui kok menjadi makin buruk ya setiap ingin view pasti tidak bisa langsung keluar sebelumnya juga suka tiba tiba ke log out sendiri dan saat login tidak bisa langsung keluar juga terus loadingnya itu juga lama sekali mohon diperbaiki sedang ya
1902,2019-04-24 19:50:11,1,Praktis dan nyaman,5,Lainnya,praktis dan nyaman
1903,2019-04-24 19:46:29,-1,ini kenapa makin eror?? tolong diperbaiki lagi,2,Lainnya,ini mengapa makin error tolong diperbaiki sedang
1904,2019-04-24 19:26:06,-1,kenapa aplikasinya sering keluar sendiri sih...jadi nggak bisa belanja pakai aplikasi...tolong ditingkatkan lagi,2,Tampilan,mengapa aplikasinya selalu keluar sendiri sih jadi tidak bisa belanja pakai aplikasi tolong ditingkatkan sedang
1905,2019-04-24 18:03:18,-1,sumpah cari produk susah banget sebel aku,1,Tampilan,sumpah cari produk sulit sekali kesal saya
1906,2019-04-24 17:57:43,1,"akhirnya appnya bisa ke pake, sukses terus soco. please updatetan appnya diperbaiki lagi, soalnya semenjak aku update, saat mau masukin di keranjang, ga bisa",5,Tampilan,akhirnya aplikasi bisa ke pakai sukses terus soco please update aplikasi diperbaiki sedang karena semenjak saya update saat ingin masukkan di keranjang tidak bisa
1907,2019-04-24 17:56:15,-1,Selalu force close kalau lagi buka apps nya. Hadehhhh,2,Tampilan,selalu force close kalau sedang buka aplikasi nya kecewa
1908,2019-04-24 17:41:42,0,setiap lihat produk sering reload terus keluar sendiri. jadi ga bisa beli deh. :(,3,Tampilan,setiap melihat produk selalu reload terus keluar sendiri jadi tidak bisa membeli deh
1909,2019-04-24 17:06:07,1,masih sering keluar sendiri waktu lihat detail produk. tolong segera perbaiki lagi,4,Tampilan,masih selalu keluar sendiri waktu melihat detail produk tolong segera perbaiki sedang
1910,2019-04-24 16:14:37,0,Aduh abis di perbarui kok makin ngelag ya? Suka keluar sendiri aplikasinya huh,3,Tampilan,kecewa habis di perbarui kok makin ngelag ya suka keluar sendiri aplikasinya kecewa
1911,2019-04-24 15:49:21,-1,parah sih abis di update bukannya membaik malah makin parah. gabisa digunain tutup paksa muluuu,1,Tampilan,parah sih habis di update bukannya membaik menjadi makin parah tidak bisa digunain tutup paksa terus
1912,2019-04-24 15:44:43,1,❤️,5,Lainnya,
1913,2019-04-24 14:33:27,-1,"kenapa ya kalo mau liat2 produknya tiba2 keluar terus, tolong diperbaiki ka",2,Tampilan,mengapa ya kalau ingin lihat lihat produknya tiba tiba keluar terus tolong diperbaiki kakak
1914,2019-04-24 14:20:42,1,suka banget,5,Lainnya,suka sekali
1915,2019-04-24 13:42:36,1,mohon bantuannya utk mendaftar karna drtd bbrpa kli mndaftar ketika login. gak bisa terus,4,Tampilan,mohon bantuannya untuk mendaftar karena drtd beberapa kli mendaftar ketika login tidak bisa terus
1916,2019-04-24 13:16:25,0,crasshhh,3,Lainnya,crash
1917,2019-04-24 13:12:12,1,setiap mau masukin ke keranjang atau lihat produk malah kembali ke halaman utama .tlg diperbaiki,4,Tampilan,setiap ingin masukkan ke keranjang atau melihat produk menjadi kembali ke halaman utama tolong diperbaiki
1918,2019-04-24 12:54:48,-1,app.nya close sendiri terus,1,Tampilan,app.nya close sendiri terus
1919,2019-04-24 12:48:39,0,"kenapa ya tiap buka produk, langsung balik ke menu? jadi nggak bisa klik buy",3,Tampilan,mengapa ya setiap buka produk langsung kembali ke menu jadi tidak bisa klik buy
1920,2019-04-24 12:45:20,1,bagus,5,Lainnya,bagus
1921,2019-04-24 11:12:04,-1,mau checkout gabisa bisa malah balik ke page awal lagi,1,Tampilan,ingin checkout tidak bisa bisa menjadi kembali ke page awal sedang
1922,2019-04-24 10:28:01,-1,habis update malah force closed terus😌😌,1,Tampilan,habis update menjadi force closed terus
1923,2019-04-24 09:14:19,-1,lemot,1,Lainnya,lama
1924,2019-04-24 08:51:32,-1,"eksekusi nya masih kurang mulus,jadi loading nya lama banget dan suka ke logout dengan sendirinya",2,Tampilan,eksekusi nya masih kurang mulus jadi loading nya lama sekali dan suka ke logout dengan sendirinya
1925,2019-04-24 07:19:42,0,aplikasinya sering terhenti,3,Lainnya,aplikasinya selalu terhenti
1926,2019-04-24 06:25:01,1,toko online yang paling aku suka 😍😍😍😍😍,5,Lainnya,toko online yang paling saya suka
1927,2019-04-24 06:21:41,0,"applikasinya terlalu lemot, setiap mau view produk pasti keluar sendiri. kode voucher juga gak bisa dipake, sia2 dong install aplikasinya. mending belanja di web",3,Tampilan,aplikasi terlalu lama setiap ingin view produk pasti keluar sendiri kode voucher juga tidak bisa dipakai sia2 dong install aplikasinya seharusnya belanja di web
1928,2019-04-24 06:07:04,1,yeeey akhirnya ada appnyaaa. baru download langsung dapet diskon gede2an😙,5,Layanan,senang akhirnya ada appnyaa baru download langsung dapet diskon gede2an
1929,2019-04-24 04:01:45,0,"Aplikasi masih lemot, sulit sekali untuk mencari produk dengan cepat, kadang produknya sudah ketemu, begitu dibuka, eehh...malah kembali lagi ke menu awal. Diulangi berkali-kali masih begitu terus. Akhirnya tidak jadi belanja.",3,Tampilan,aplikasi masih lama sulit sekali untuk mencari produk dengan cepat terkadang produknya sudah ketemu begitu dibuka lalu menjadi kembali sedang ke menu awal diulangi berkali kali masih begitu terus akhirnya tidak jadi belanja
1930,2019-04-24 00:31:11,1,belanja make up sama skincare ori harga bersaing ya di sini..di Sociolla!,5,Produk,belanja make up sama skincare original harga bersaing ya di sini .. di sociola
1931,2019-04-24 00:17:55,-1,sayangnya aplikasi ini sering terhenti dgn sendirinya. jadi sangat mengganggu.,1,Tampilan,sayangnya aplikasi ini selalu terhenti dengan sendirinya jadi sangat mengganggu
1932,2019-04-23 23:56:47,0,kalo udh ga ngelog out sendiri gw tambahin bintang,3,Tampilan,kalau sudah tidak ngelog out sendiri saya tambahin bintang
1933,2019-04-23 23:36:52,1,Aku tidak pernah menyangka ternyata soco se-addict ini. Huhu,5,Lainnya,saya tidak pernah menyangka ternyata soco se addict ini kecewa
1934,2019-04-23 20:42:23,0,saya udah melakukan pembayaran kok statusnya masih awaiting payment verification yah? apa memang lama? padahal saya sudah melakukan konfirmasi pembayaran..,3,Layanan,saya udah melakukan pembayaran kok statusnya masih awaiting payment verification ya apa memang lama padahal saya sudah melakukan konfirmasi pembayaran
1935,2019-04-23 19:29:02,-1,Tidak bisa sign up,1,Tampilan,tidak bisa sign up
1936,2019-04-23 15:29:13,0,"lemot parah , blm siap launching kaya na . masih butuh bnyak perbaikan ..",3,Lainnya,lama parah belum siap launching seperti nya masih butuh banyak perbaikan
1937,2019-04-23 15:20:04,-1,"Parah, lemot bgt. Ga ngerti lagi, mau add produk bwt dibeli aja loadingnya lama bgt. Kan jadi males beli -_-",1,Lainnya,parah lama sekali tidak paham sedang ingin add produk bwt dibeli saja loadingnya lama sekali kan jadi males membeli
1938,2019-04-23 11:06:21,-1,mau login keluar terus... gmn ini???,1,Tampilan,ingin login keluar terus bagaimana ini
1939,2019-04-23 11:05:33,-1,ko ga bisa bisa login yaa,1,Tampilan,kok tidak bisa bisa login ya
1940,2019-04-23 11:03:51,-1,kok aplikasi terhenti? saat sign in. kesel,1,Tampilan,kok aplikasi terhenti saat sign ini kesal
1941,2019-04-23 10:58:51,-1,napa lemot bgt masuk keluar mulu tolong diperbaiki,1,Lainnya,mengapa lama sekali masuk keluar terus tolong diperbaiki
1942,2019-04-23 10:48:31,-1,"tolong diperbaiki lagi app nya, masih berat dan suka error.",1,Lainnya,tolong diperbaiki sedang aplikasi nya masih berat dan suka error
1943,2019-04-23 09:56:43,-1,"apaan, di buat login aja ngga bisa",2,Tampilan,apa di untuk login saja tidak bisa
1944,2019-04-23 09:46:39,-1,"2-3 hari lalu awal install lemot bgt, untung udah sempat order dan tinggal nunggu barangnya. Ini mau order lagi malah appnya tiba"" close mulu, ke-logout. Mohon solusinya. Terima kasih.",2,Tampilan,hari lalu awal install lama sekali untung udah sempat order dan tinggal menunggu barangnya ini ingin order sedang menjadi aplikasi tiba close terus ke logout mohon solusinya terima memberi
1945,2019-04-23 09:21:01,-1,gak bisa log in,2,Tampilan,tidak bisa log ini
1946,2019-04-22 23:42:51,-1,parah banget dong mau order via aplikasi kaga bisa loading terus muter terus gila sih ini kenapa coba berjam-jam aku coba engga bisa juga gimana mau belanjaa?,1,Lainnya,parah sekali dong ingin order via aplikasi kaga bisa loading terus mutar terus gila sih ini mengapa coba berjam jam saya coba tidak bisa juga bagaimana ingin belanjaa
1947,2019-04-22 21:12:00,-1,"loading lama, mau order ke luar mulu",1,Lainnya,loading lama ingin order ke luar terus
1948,2019-04-22 20:32:49,0,"kadang lemot, gatau trlalu berat apa gimana",3,Lainnya,terkadang lama tidak tahu terlalu berat apa bagaimana
1949,2019-04-22 20:15:39,-1,"mau checkout tp loading ga kelar2, katanya ada vocer klo pke soco app belinya, tp in gabisa checkout",2,Tampilan,ingin checkout tetapi loading tidak kelar2 katanya ada voucher kalau pakai soco aplikasi belinya tetapi ini tidak bisa checkout
